Secció censal/Sección censal/Census section,Districte/Distrito/District,Municipi/Municipio/Municipality,Data/Fecha/Date,Ús/Uso/Use,Nombre de comptadors/Número de contadores/Number of meters,Consum acumulat (L/dia)/Consumo acumulado (L/día)/Accumulated consumption (L/day)
0810104030,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,29,6170
0810104030,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,268,16243
0810104030,04,L'HOSPITALET LLOBR.,2023-01-29,Industrial/Industrial/Industrial,1,6229
0810104030,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,29,3580
0810104030,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,268,13388
0810104030,04,L'HOSPITALET LLOBR.,2023-01-30,Industrial/Industrial/Industrial,1,5798
0810104030,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,29,4601
0810104030,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,268,14027
0810104030,04,L'HOSPITALET LLOBR.,2023-01-31,Industrial/Industrial/Industrial,1,3916
0810104031,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,29,3087
0810104031,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,448,14774
0810104031,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,29,2994
0810104031,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,448,14299
0810104031,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,29,3758
0810104031,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,448,13833
0810104031,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,29,4269
0810104031,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,449,13309
0810104031,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,29,3543
0810104031,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,449,13452
0810104031,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,29,4005
0810104031,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,449,13848
0810104031,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,29,4042
0810104031,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,449,14461
0810104031,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,29,3297
0810104031,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,449,15521
0810104031,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,29,3258
0810104031,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,449,14041
0810104031,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,29,3530
0810104031,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,449,13626
0810104031,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,29,3581
0810104031,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,449,14542
0810104031,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,29,2998
0810104031,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,449,14703
0810104031,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,29,4096
0810104031,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,449,13001
0810104031,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,29,3317
0810104031,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,449,15079
0810104031,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,29,3544
0810104031,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,449,15753
0810104031,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,29,2990
0810104031,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,449,14479
0810104031,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,29,2919
0810104031,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,448,13008
0810104031,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,29,2987
0810104031,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,448,13070
0810104031,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,29,3207
0810104031,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,448,12677
0810104031,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,29,4170
0810104031,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,448,12678
0810104031,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,29,3304
0810104031,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,448,14450
0810104031,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,29,4900
0810104031,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,448,14461
0810104031,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,29,3103
0810104031,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,448,13972
0810104031,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,29,3058
0810104031,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,448,13048
0810104031,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,29,3580
0810104031,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,448,13922
0810104031,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,29,3192
0810104031,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,448,13567
0810104031,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,29,3779
0810104031,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,448,13442
0810104031,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,29,3939
0810104031,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,448,14070
0810104031,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,29,3406
0810104031,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,448,15013
0810104031,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,29,2905
0810104031,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,448,13232
0810104031,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,29,3506
0810104031,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,448,13421
0810104032,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,64,8239
0810104032,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,406,10197
0810104032,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,64,6889
0810104032,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,407,10173
0810104032,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,64,7980
0810104032,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,407,10408
0810104032,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,64,8728
0810104032,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,407,10952
0810104032,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,64,9655
0810104032,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,407,10937
0810104032,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,64,10467
0810104032,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,407,11500
0810104032,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,64,9731
0810104032,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,407,10925
0810104032,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,64,10663
0810104032,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,407,11039
0810104032,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,64,6730
0810104032,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,407,11170
0810104032,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,64,7482
0810104032,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,407,10657
0810104032,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,64,7608
0810104032,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,407,11015
0810104032,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,64,7832
0810104032,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,407,10140
0810104032,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,64,8861
0810104032,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,407,10265
0810104032,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,64,9298
0810104032,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,407,11400
0810104032,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,64,10678
0810104032,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,407,11068
0810104032,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,64,7086
0810104032,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,407,10307
0810104032,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,64,6907
0810104032,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,407,10341
0810104032,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,64,8819
0810104032,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,407,10586
0810104032,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,64,7542
0810104032,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,407,10349
0810104032,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,64,8687
0810104032,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,407,10503
0810104032,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,64,8921
0810104032,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,407,11592
0810104032,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,64,10068
0810104032,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,407,11754
0810104032,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,64,7581
0810104032,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,407,10939
0810104032,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,64,6457
0810104032,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,407,10247
0810104032,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,64,7320
0810104032,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,407,11466
0810104032,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,64,7370
0810104032,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,407,10654
0810104032,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,64,8570
0810104032,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,407,10130
0810104032,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,64,8881
0810104032,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,407,11100
0810104032,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,64,10332
0810104032,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,407,11736
0810104032,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,64,6486
0810104032,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,407,10592
0810104032,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,64,6787
0810104032,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,407,10326
0810104033,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,14,2065
0810104033,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,539,10881
0810104033,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,14,1693
0810104033,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,539,11501
0810104033,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,14,2048
0810104033,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,539,11408
0810104033,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,14,2850
0810104033,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,539,11762
0810104033,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,14,2548
0810104033,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,539,10664
0810104033,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,14,2473
0810104033,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,539,12733
0810104033,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,14,2018
0810104033,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,539,11910
0810104033,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,14,1883
0810104033,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,539,12756
0810104033,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,14,2277
0810104033,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,539,12324
0810104033,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,14,2085
0810104033,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,539,11667
0810104033,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,14,2541
0810104033,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,539,11374
0810104033,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,14,2376
0810104033,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,539,12246
0810104033,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,14,2493
0810104033,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,539,11952
0810104033,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,14,2527
0810104033,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,539,14373
0810104033,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,14,2218
0810104033,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,539,12933
0810104033,04,L'HOSPITALET LLOBR.,2023-01-16,Comercial/Comercial/Commercial,14,1933
0810104033,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,539,11825
0810104033,04,L'HOSPITALET LLOBR.,2023-01-17,Comercial/Comercial/Commercial,14,2295
0810104033,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,539,12947
0810104033,04,L'HOSPITALET LLOBR.,2023-01-18,Comercial/Comercial/Commercial,14,1895
0810104033,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,539,11781
0810104033,04,L'HOSPITALET LLOBR.,2023-01-19,Comercial/Comercial/Commercial,14,2408
0810104033,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,539,12023
0810104033,04,L'HOSPITALET LLOBR.,2023-01-20,Comercial/Comercial/Commercial,14,2983
0810104033,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,539,11866
0810104033,04,L'HOSPITALET LLOBR.,2023-01-21,Comercial/Comercial/Commercial,14,1828
0810104033,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,539,12750
0810104033,04,L'HOSPITALET LLOBR.,2023-01-22,Comercial/Comercial/Commercial,14,2059
0810104033,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,540,12544
0810104033,04,L'HOSPITALET LLOBR.,2023-01-23,Comercial/Comercial/Commercial,14,1869
0810104033,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,540,12062
0810104033,04,L'HOSPITALET LLOBR.,2023-01-24,Comercial/Comercial/Commercial,14,1950
0810104033,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,540,10396
0810104033,04,L'HOSPITALET LLOBR.,2023-01-25,Comercial/Comercial/Commercial,14,3081
0810104033,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,540,11751
0810104033,04,L'HOSPITALET LLOBR.,2023-01-26,Comercial/Comercial/Commercial,14,2365
0810104033,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,540,12382
0810104033,04,L'HOSPITALET LLOBR.,2023-01-27,Comercial/Comercial/Commercial,14,3228
0810104033,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,540,11333
0810104033,04,L'HOSPITALET LLOBR.,2023-01-28,Comercial/Comercial/Commercial,14,2211
0810104033,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,540,13134
0810104033,04,L'HOSPITALET LLOBR.,2023-01-29,Comercial/Comercial/Commercial,14,1954
0810104033,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,540,12444
0810104033,04,L'HOSPITALET LLOBR.,2023-01-30,Comercial/Comercial/Commercial,14,1726
0810104033,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,540,11573
0810104033,04,L'HOSPITALET LLOBR.,2023-01-31,Comercial/Comercial/Commercial,14,2298
0810104033,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,540,11081
0810104035,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,356,2238
0810104035,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,356,2209
0810104035,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,356,2150
0810104035,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,355,2129
0810104035,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,355,2117
0810104035,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,355,2269
0810104035,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,355,2200
0810104035,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,355,2560
0810104035,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,355,2144
0810104035,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,355,2151
0810104035,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,355,2300
0810104035,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,355,2234
0810104035,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,355,2170
0810104035,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,355,2362
0810104035,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,355,2392
0810104035,04,L'HOSPITALET LLOBR.,2023-01-16,Domèstic/Doméstico/Domestic,355,2096
0810104035,04,L'HOSPITALET LLOBR.,2023-01-17,Domèstic/Doméstico/Domestic,355,2054
0810104035,04,L'HOSPITALET LLOBR.,2023-01-18,Domèstic/Doméstico/Domestic,355,2109
0810104035,04,L'HOSPITALET LLOBR.,2023-01-19,Domèstic/Doméstico/Domestic,355,2097
0810104035,04,L'HOSPITALET LLOBR.,2023-01-20,Domèstic/Doméstico/Domestic,355,2168
0810104035,04,L'HOSPITALET LLOBR.,2023-01-21,Domèstic/Doméstico/Domestic,355,2267
0810104035,04,L'HOSPITALET LLOBR.,2023-01-22,Domèstic/Doméstico/Domestic,356,2450
0810104035,04,L'HOSPITALET LLOBR.,2023-01-23,Domèstic/Doméstico/Domestic,356,2145
0810104035,04,L'HOSPITALET LLOBR.,2023-01-24,Domèstic/Doméstico/Domestic,356,2059
0810104035,04,L'HOSPITALET LLOBR.,2023-01-25,Domèstic/Doméstico/Domestic,356,2201
0810104035,04,L'HOSPITALET LLOBR.,2023-01-26,Domèstic/Doméstico/Domestic,356,2258
0810104035,04,L'HOSPITALET LLOBR.,2023-01-27,Domèstic/Doméstico/Domestic,356,2205
0810104035,04,L'HOSPITALET LLOBR.,2023-01-28,Domèstic/Doméstico/Domestic,356,2420
0810104035,04,L'HOSPITALET LLOBR.,2023-01-29,Domèstic/Doméstico/Domestic,356,2535
0810104035,04,L'HOSPITALET LLOBR.,2023-01-30,Domèstic/Doméstico/Domestic,356,2212
0810104035,04,L'HOSPITALET LLOBR.,2023-01-31,Domèstic/Doméstico/Domestic,356,2199
0810104036,04,L'HOSPITALET LLOBR.,2023-01-01,Comercial/Comercial/Commercial,29,3611
0810104036,04,L'HOSPITALET LLOBR.,2023-01-01,Domèstic/Doméstico/Domestic,483,9146
0810104036,04,L'HOSPITALET LLOBR.,2023-01-01,Industrial/Industrial/Industrial,1,10624
0810104036,04,L'HOSPITALET LLOBR.,2023-01-02,Comercial/Comercial/Commercial,29,3660
0810104036,04,L'HOSPITALET LLOBR.,2023-01-02,Domèstic/Doméstico/Domestic,486,9405
0810104036,04,L'HOSPITALET LLOBR.,2023-01-02,Industrial/Industrial/Industrial,1,18092
0810104036,04,L'HOSPITALET LLOBR.,2023-01-03,Comercial/Comercial/Commercial,29,3705
0810104036,04,L'HOSPITALET LLOBR.,2023-01-03,Domèstic/Doméstico/Domestic,486,9123
0810104036,04,L'HOSPITALET LLOBR.,2023-01-03,Industrial/Industrial/Industrial,1,14695
0810104036,04,L'HOSPITALET LLOBR.,2023-01-04,Comercial/Comercial/Commercial,29,3434
0810104036,04,L'HOSPITALET LLOBR.,2023-01-04,Domèstic/Doméstico/Domestic,486,9426
0810104036,04,L'HOSPITALET LLOBR.,2023-01-04,Industrial/Industrial/Industrial,1,15435
0810104036,04,L'HOSPITALET LLOBR.,2023-01-05,Comercial/Comercial/Commercial,29,3616
0810104036,04,L'HOSPITALET LLOBR.,2023-01-05,Domèstic/Doméstico/Domestic,486,9055
0810104036,04,L'HOSPITALET LLOBR.,2023-01-05,Industrial/Industrial/Industrial,1,13445
0810104036,04,L'HOSPITALET LLOBR.,2023-01-06,Comercial/Comercial/Commercial,29,3868
0810104036,04,L'HOSPITALET LLOBR.,2023-01-06,Domèstic/Doméstico/Domestic,486,9579
0810104036,04,L'HOSPITALET LLOBR.,2023-01-06,Industrial/Industrial/Industrial,1,17349
0810104036,04,L'HOSPITALET LLOBR.,2023-01-07,Comercial/Comercial/Commercial,29,3902
0810104036,04,L'HOSPITALET LLOBR.,2023-01-07,Domèstic/Doméstico/Domestic,486,9316
0810104036,04,L'HOSPITALET LLOBR.,2023-01-07,Industrial/Industrial/Industrial,1,15191
0810104036,04,L'HOSPITALET LLOBR.,2023-01-08,Comercial/Comercial/Commercial,29,4543
0810104036,04,L'HOSPITALET LLOBR.,2023-01-08,Domèstic/Doméstico/Domestic,486,9851
0810104036,04,L'HOSPITALET LLOBR.,2023-01-08,Industrial/Industrial/Industrial,1,11499
0810104036,04,L'HOSPITALET LLOBR.,2023-01-09,Comercial/Comercial/Commercial,29,3278
0810104036,04,L'HOSPITALET LLOBR.,2023-01-09,Domèstic/Doméstico/Domestic,486,9272
0810104036,04,L'HOSPITALET LLOBR.,2023-01-09,Industrial/Industrial/Industrial,1,14101
0810104036,04,L'HOSPITALET LLOBR.,2023-01-10,Comercial/Comercial/Commercial,29,3714
0810104036,04,L'HOSPITALET LLOBR.,2023-01-10,Domèstic/Doméstico/Domestic,486,8962
0810104036,04,L'HOSPITALET LLOBR.,2023-01-10,Industrial/Industrial/Industrial,1,19792
0810104036,04,L'HOSPITALET LLOBR.,2023-01-11,Comercial/Comercial/Commercial,29,3573
0810104036,04,L'HOSPITALET LLOBR.,2023-01-11,Domèstic/Doméstico/Domestic,486,9316
0810104036,04,L'HOSPITALET LLOBR.,2023-01-11,Industrial/Industrial/Industrial,1,13982
0810104036,04,L'HOSPITALET LLOBR.,2023-01-12,Comercial/Comercial/Commercial,29,3779
0810104036,04,L'HOSPITALET LLOBR.,2023-01-12,Domèstic/Doméstico/Domestic,486,8980
0810104036,04,L'HOSPITALET LLOBR.,2023-01-12,Industrial/Industrial/Industrial,1,13096
0810104036,04,L'HOSPITALET LLOBR.,2023-01-13,Comercial/Comercial/Commercial,29,3334
0810104036,04,L'HOSPITALET LLOBR.,2023-01-13,Domèstic/Doméstico/Domestic,486,9093
0810104036,04,L'HOSPITALET LLOBR.,2023-01-13,Industrial/Industrial/Industrial,1,25161
0810104036,04,L'HOSPITALET LLOBR.,2023-01-14,Comercial/Comercial/Commercial,29,4825
0810104036,04,L'HOSPITALET LLOBR.,2023-01-14,Domèstic/Doméstico/Domestic,486,9970
0810104036,04,L'HOSPITALET LLOBR.,2023-01-14,Industrial/Industrial/Industrial,1,28853
0810104036,04,L'HOSPITALET LLOBR.,2023-01-15,Comercial/Comercial/Commercial,29,4562
0810104036,04,L'HOSPITALET LLOBR.,2023-01-15,Domèstic/Doméstico/Domestic,486,10179
0810104036,04,L'HOSPITALET LLOBR.,2023-01-15,Industrial/Industrial/Industrial,1,23436
